"","VIP","Coefficient"
"houses_per_ha",0.172988155449041,-1980030.62095529
"house_price",0.326783829879512,-3740383.19510888
"agric_land_price",0.066771883780152,764274.144437104
"fire_fight_cost_per_ha",1.61808786469904,-18520710.3410271
"salvage_logging_cost_per_ha",1.49687026968063,17133248.0069038
