"","time_horizon","houses_per_ha","house_price","agric_land_price","fire_fight_cost_per_ha","salvage_logging_cost_per_ha","output_1"
"1",36,13.7966484614415,1196358.32281733,2434.38598654968,203.51702844553,74.7901726723408,-73353386.8884566
"2",36,5.19227936961688,24221.1844372026,261.266327922587,125631.425051346,346.455091507564,82381253.2016866
"3",36,14.5839411011897,298448.678871413,69.6862739561771,1187.56425832566,130.710482227842,31078730.5693437
"4",36,2.75769213247113,247856.160593135,4406.21390645139,66.5027561670486,52.0627494597779,12362701.3295308
"5",36,10.5194857804105,281468.474227179,57.583920039372,89647.267942635,12.1175268608348,2819281.47794095
"6",36,14.7882898111129,703508.867754439,287.769836811769,5075.7125948718,35.6548469128766,6506317.43793297
"7",36,4.03331618767697,39577.8809532729,209.543231094134,56.8951202835103,40.5149955564829,8905234.51089356
"8",36,9.62317540936638,43289.2767272787,216.686130053778,8344605.64451275,55.0391607113255,13074097.1099387
"9",36,16.9302467619767,174216.395384113,312.860662433331,125786.335608301,73.1175965227273,16932891.2980804
"10",36,5.76416226855945,261182.780126252,74.0826029553627,349.626463416661,43.8427912851792,10335305.2052399
"11",36,5.48844521343708,89356.1836906498,264.713551952604,37049.2873386169,204.765409967668,48689938.243752
"12",36,6.44485272446182,38289.8368481063,28.0990657451465,259163.598102443,363.885838039877,86056752.8778676
"13",36,11.1743512600195,119614.747652837,337.825015902107,5184.91131939134,8.25368967214669,-5446144.93533745
"14",36,16.1446255996823,216819.052492663,2414.95782705702,71309.5893602751,116.331519474104,27153424.5478216
"15",36,3.47827537176199,39134.9436592105,1718.3232910062,80483.5029501228,64.1639775443634,10091061.6928798
"16",36,1.72122851074673,456662.034201375,3018.81379972265,31.675932983454,34.7607197487462,7238352.14861485
"17",36,20.557047884143,48178.3182469388,1871.52100106928,207.967023282031,79.2581067031558,8888481.08419686
"18",36,9.01521073845215,79542.9531489028,5.14427968638196,30966.1724653817,21.990927952493,5228724.70804298
"19",36,17.1184206611244,155265.435813173,232.854207366186,24502.5571580563,61.0835064737181,14523891.1777612
"20",36,10.8847573070088,19803.4906750311,92.7108913663056,95.5876854274093,22.7713673536126,4333473.08146072
"21",36,12.8246808816912,173652.339029976,52.3177034743809,7027.04731646422,29.3948967200119,6046838.49952598
"22",36,9.0912282133475,283061.259781046,9371.7055481744,1500.42778740882,54.0188103629868,4365772.75821055
"23",36,15.6886365503306,179837.625359601,17.1210389624737,1131.32476299511,14.3065387493631,-821173.614698652
"24",36,5.12256903720554,43406.7512263666,42.2037323014808,766.900926197495,28.4134578903434,6733022.7362158
"25",36,4.47565529686399,14889.5899944086,507.787111819188,24654.5158135435,15.2757822618998,3628705.85825352
"26",36,19.6283587724436,186543.11921696,50.3857535049275,32563.6055264664,49.6469713106231,11781722.0168041
"27",36,1.32554243509658,82164.3281753691,353.249999765084,388.33028724121,36.7094827512174,6122076.41420612
"28",36,20.2235013295431,155851.509996178,640.936966297048,120.921485914891,26.0484295974384,5865551.63086823
"29",36,1.73559104171582,34101.567894945,254.920923345943,1372.75951094679,74.5980226551629,16293863.6046797
"30",36,6.48867750174832,514536.051690655,11.5867243022235,3276.90349092052,70.476930803791,-2715506.43461767
"31",36,16.6786046366673,41088.8343194757,10.373590538066,34349.5672306202,16.3129003734436,172388.729204498
"32",36,4.6878812354058,455257.36049205,653.822428188427,5503.83759581731,101.21064362019,21665088.1700554
"33",36,3.21181468812283,579605.69670311,93.5918785238467,279.284817045485,99.1229187082277,23567853.9073302
"34",36,1.44468310372904,737662.993523441,145.933124995709,101.736860086697,21.3416722533694,-473738.896455605
"35",36,8.2082061342895,163814.258143592,86.4567795520549,12442.4491850166,94.0481039522006,22096403.8873747
"36",36,13.8395008971449,86869.6110957192,85.0296530920801,178.905919379805,17.0517847200293,4054641.57786744
"37",36,10.5488266987493,225064.22670884,1251.85951959812,16794.2545413276,102.001488086686,23691423.5817706
"38",36,17.7691434420878,369934.594645083,1843.53884415962,111288.981604199,19.2426223838092,-17163553.3450178
"39",36,12.4977423102129,277471.187857951,13.301670037611,3069.39241527288,39.1881306977441,9111309.51692268
"40",36,11.2574635773897,23032.7058847959,132.361314841583,25294.936496873,84.4033862259933,20069520.9029455
"41",36,13.8542282879585,184752.501795252,222.72065455129,4.89901828483328,21.4265961842883,5094891.05234678
"42",36,0.34928757334128,23716.5450869736,112.052178536401,2141.78288996794,59.1186947091146,13982840.1411112
"43",36,20.405680683488,289307.54252806,740.342326854686,767930.008890292,30.5954363747142,4460633.86754027
"44",36,0.343025267659686,237311.495045322,157.281044786935,18596.6511723062,50.0424067395243,11897412.7516445
"45",36,17.7069060090231,1517142.48602762,53.2966328518934,655966132.46374,104.202981765795,24773590.3515708
"46",36,2.72693560426123,39874.7453191694,224.366708625043,112391.992990495,114.796689324378,27288021.8612341
"47",36,14.0131974774646,4865.083579643,410.704452357426,118.4704190554,60.8371082817486,14383886.38882
"48",36,10.7193764644908,48686.3242131453,40.1484943464406,22.3782454706729,32.4018562331168,3968186.47908049
"49",36,9.25354940881953,141419.71602696,44.1877640767053,217.513558821281,52.0063994741264,12362207.3711572
"50",36,9.98572501018643,650299.774580303,130.485207954531,2176640.16085422,47.3635264454483,-3180398.28138579
"51",36,2.14667963928077,494970.713330184,308.463350074627,152.357023031876,6.50746307709968,-2605714.51297607
"52",36,20.0649295058334,114775.110119754,79.622708100268,404.885626133168,19.2704711832279,4254386.01353294
"53",36,10.2613553405972,100664.898936597,810.156025386778,10684.0341519858,62.5554205788988,14864862.9219219
"54",36,16.3626053642016,83929.9722407522,173.358491877793,335243.176281946,37.1563495390032,8314857.39049627
"55",36,18.9031847779173,201382.969556565,79.5346587077996,3233.13543205807,16.1693120193164,3095946.82380171
"56",36,4.45586095321923,133163.746536143,93.6481605246994,945603.056415989,29.5385838500793,7023802.62220727
"57",36,8.61311026527546,246537.584478389,490.397854777701,212756.825408097,64.3192673568204,1680749.61217022
"58",36,5.74683724343777,56860.5698187883,8.10258785009306,1099.98372482549,20.2228571668201,4808321.4017399
"59",36,18.9511093975743,456369.196318589,174.425086796945,2641.15687473571,12.4266526457376,2941691.67388981
"60",36,4.64925132284406,53525.7212232595,88.2884004642945,20986.0834950427,39.2164364581812,9211165.59924748
"61",36,10.3037366687087,354314.905616528,6.50173955763432,624025.972967801,162.202391966724,-4401940.88677934
"62",36,19.4243052730104,597634.571836087,306.126311206983,85407.6312850693,62.7641849734833,14823373.7181705
"63",36,9.51339137458708,290110.634518167,42.858830757858,2975.09911578745,67.5325609719033,7388207.93560673
"64",36,8.45259833259042,128640.192948153,114.262285778837,41381.1908409825,47.5355022455059,11235864.5450013
"65",36,17.948747492535,206178.761512499,1016.68280229395,22.5362106206254,63.8182958528875,11884372.8262513
"66",36,2.24112649494782,394098.134252424,2.92471909622462,539061.712490292,15.6446755356999,2516072.6686923
"67",36,1.36746048526838,185053.553134926,142.596482607656,3483974.92004868,46.9737223357722,7373831.94342735
"68",36,19.2486681895563,379449.87665597,300.624315266529,1566.95785858835,82.231168090039,-33377699.2325798
"69",36,16.0097079045605,196171.660327425,126.502586481886,453.14276985295,12.63519501752,-3278848.65344488
"70",36,15.3558588977437,89050.2064294146,5984.2509816812,1927.26283418369,13.2607719647448,2893786.33579284
"71",36,19.6858187502949,1221.88092379569,532.269457955233,2467.66538755168,29.0746341585446,6913313.85313462
"72",36,0.426007877523079,32489.2308109014,133.23881123147,5088.80510653222,213.921508435679,50864417.8403298
"73",36,12.8850723562529,45917.1981654806,138.794330599652,18327.9955496505,81.0522364188478,17358838.6256014
"74",36,20.2338955017971,337792.668243013,204.424163422708,336930.258875969,16.7780989200368,1426984.38932755
"75",36,4.17489324770868,134058.179037048,4.06043191846391,89.1286366427461,22.9967274492174,5467861.39110058
"76",36,11.8642687736545,160724.649323729,603.855861416356,70.8592501775231,28.0628348341961,6637216.28420465
"77",36,13.530592248193,345916.562345807,43.4010555091243,10.1858798039326,48.6201803663919,5444793.56370762
"78",36,2.51221012833994,232862.714674249,34.2915088453803,73159423.9227775,15.0725814161334,-651243152.468993
"79",36,5.29587131254375,316175.606517672,1021.17065817906,1394.75416950864,29.7129614963829,-9780410.05371833
"80",36,1.24321213890798,243571.403955592,4804.88077750053,213821.948547904,32.6554824664289,7240197.83650475
"81",36,20.7111200860701,139025.831917295,509.471953554776,420.189475112374,35.6638232488336,8461791.42941004
"82",36,9.42607071406674,62237.8044210858,114.254749641666,341.61795989612,38.3269079121972,8202764.64327342
"83",36,17.8545017601456,256753.398012369,111.885371579856,121470.034727527,25.3247694185049,6021795.94840433
"84",36,4.87981708047446,227026.472025714,77.8484984537067,19211233.0210327,22.3406667823818,-141907309.319439
"85",36,4.787720371061,136364.516299379,154.729566691954,36.1656967726629,32.8309305869488,6896368.91641468
"86",36,13.6146125375759,487852.695513196,58.4711047921169,127.597491770677,80.8431848408875,16665767.5181581
"87",36,18.6833106365986,41193.1526575194,491.233185701893,900.805157442596,161.214389189796,37619202.5869321
"88",36,18.1685408604564,108165.961730659,385.152745800262,13.3474900802283,42.2750298714264,10046196.1285565
"89",36,15.0988369400846,310015.794956429,72.3703808735577,2628.76703197047,51.5406410046424,8980865.52009548
"90",36,7.43601122449618,740228.427424262,434.810091358535,11486.9089991563,49.0672742518133,550522.285831571
"91",36,8.87807259971742,777743.363218512,60.6825696933616,7563.69567125836,81.5791549483509,18985959.7434728
"92",36,11.7399974590167,93224.8860527414,8130.4215885401,145289.202434435,22.2041236473375,-3702674.40187098
"93",36,1.50465647778474,576409.116296392,287.134031966386,188784.683826163,10.8581650153418,2430496.02089629
"94",36,5.35108358655125,212616.44128263,1323.30601635825,3301333.42300626,125.271444498413,29745796.8507903
"95",36,15.1644844372757,809984.48840402,85.2325154672335,27434.0911596214,26.8852585479188,6392884.31855833
"96",36,13.1302905074321,270031.340859415,743.869316087722,84981.323679296,22.9501228362022,4940453.9738633
"97",36,20.3836463780608,502937.34165919,118.533252043448,1526933.769557,7.83008766337316,1786222.95853644
"98",36,8.37647836175747,21214.0436088893,77.4219303385006,757.260779560702,217.75920211378,51778508.0052212
"99",36,15.2232019429095,367911.771284459,341.5121238842,338.544412243992,219.440112102755,42849231.0552661
"100",36,13.8597318327054,84514.5859932582,108.863726016682,390.869692016793,57.4350643760356,3749667.28610948
"101",36,14.923450439563,873160.934882608,338.054440898959,1598.62885798616,45.6742436658262,10841443.7411927
"102",36,11.9859871691326,34177.0734879698,38.6151458942695,858.987374806821,37.0765541990953,8529189.24882339
"103",36,9.64293088212144,137805.524706212,33.9681148837288,328.188820375732,58.1005301206224,13775092.2286423
"104",36,7.84228980250191,313660.41227024,1595.53882539753,250209793.8801,33.0759641704558,-11269083.7636516
"105",36,9.9439618401695,79648.8528225617,3836.94405991293,3825.3271169147,63.1251017989625,15001267.9824743
"106",36,18.585627307347,32744.8053718654,577.564203693529,759.259242655314,21.8536650160622,5109727.78809538
"107",36,3.69440361089073,2268174.44167689,782.755176627206,231.739180296582,248.456114221907,32783311.2991298
"108",36,7.20930725180078,58395.4308162501,42.8480453728018,564399.398421974,52.0033007719983,11170449.1636796
"109",36,3.28274545844179,372574.546891857,312.678193968916,100.360037079546,62.1508500459341,13743052.286912
"110",36,3.21008593596052,145668.3354809,1549.04522817479,168.488459120591,136.921966368473,32083423.446474
"111",36,5.80532810764853,88408.4163932809,657.728584240683,588945.974073483,37.691938020849,8879074.09531732
"112",36,17.522791587445,176229.204404879,5.51911947312666,22123.1532945001,26.3716543157623,-5654801.30986454
"113",36,10.3081643637735,701009.410359533,75.9236553306974,944.408010573604,10.7029405018284,2482602.58952692
"114",36,17.9102838080144,627812.076353527,1254.85196579332,36367.2075734765,68.2893763262012,-13103926.8325675
"115",36,13.4906731680734,19128.1805453385,813.426483108585,23.3242571337105,87.7325903977497,20861130.411891
"116",36,5.68134142446797,101888.069239136,161.241757735483,16938426.4254099,125.339172778851,24468890.8212982
"117",36,9.95174922000151,352193.654394041,3.43253752670313,77.2066989935131,7.02195875440962,-5445426.49326103
"118",36,16.9798910924699,293110.484684508,114.381506539344,1364.68145937879,16.1701127925312,3798173.92780693
"119",36,9.31483561457135,233460.68002551,165.112945427812,42773.8143081584,34.0015039518701,1834976.23538059
"120",36,15.1739604137139,43640.179041268,59.1360574486233,66.5629892958534,154.691862727469,36783245.8021872
"121",36,3.84984741799999,206060.683618494,37.8440401527055,140.123037794217,38.1425214300725,9069667.00897457
"122",36,2.85295970502775,365240.940211151,387.445284457588,37950.9681806419,17.0193689150973,534800.496714184
"123",36,10.7000032286393,65268.8922806464,1078.23001772541,358.36625388137,74.455674447725,17539866.1815316
"124",36,7.91843029393349,174982.57354468,908.275620239658,3082.16211905975,15.7674392969985,3747760.40202617
"125",36,10.8595027128467,32645.3922018465,8984.38999161616,85656.0097603263,28.9334921100994,6304720.81118807
"126",36,19.1202356508002,116566.24061021,712.143289909378,46.2124683218794,98.6990019115138,23149515.7605637
"127",36,10.3083248351468,1462789.92485986,281.793773055744,133.588836216077,211.386466597271,609175.684755832
"128",36,14.8301033799537,83959.9755729769,349.986124732318,45324.5665603349,20.798193814606,-2574160.34923594
"129",36,11.6426658801734,131814.700007144,15.7858749173197,712.751530616179,373.16803119163,88265796.4045297
"130",36,0.338921683211811,152108.749796344,11.3636565173225,21834.3360548952,61.9621510229432,14208213.4681886
"131",36,12.5325745495036,152153.425264297,105.981019316549,199.1704851338,86.3938436081242,20207811.7122977
"132",36,19.5870584570104,532177.512404751,27.7608271136277,0.157744009614908,30.8300938403762,-7202141.14438059
