"","0%","5%","10%","25%","50%","75%","90%","95%","100%","mean","chance_loss","chance_zero","chance_gain"
"output_1","-9.9e+08","-2e+07","-4641854","3277453","7665093","1.6e+07","3.1e+07","4.3e+07","1.3e+08","7498641","0.14","0","0.86"
