"","time_horizon","total_wildland_area","houses_per_ha","house_price","agric_land_price","fire_fight_cost_per_ha","salvage_logging_cost_per_ha","output_1"
"785",36,165253,6.13725730136502,18618.4816274986,11110.538581639,1240.57749000753,2026.52538771964,-334889399.896834
"786",36,165253,0.193208581442013,80250.6147953203,2958.09721152222,129.092714333932,2188.62098923139,-361676184.333456
"787",36,165253,15.9570318539161,21075.2369731751,9579.04416656113,1775.86946637888,1915.86395281884,-316602265.795172
"788",36,165253,8.28154366863891,29417.082273731,15150.6828203029,842.443118548859,2143.73998261152,-353732963.301116
"789",36,165253,2.66233095931821,57625.1184518961,6978.37213795422,304.656751747302,1962.55020880163,-324129290.993012
"790",36,165253,1.98380607133731,68853.463574623,7775.64816956127,2326.35427544738,1971.70155034505,-325829596.299171
"791",36,165253,10.9446930607781,32085.434271681,18126.1386233093,1835.89507560399,1933.93705291056,-317531926.82878
"792",36,165253,1.42580919433385,43278.1575225861,9759.72064865613,707.296276489372,1953.66039637372,-322848149.717916
"793",36,165253,3.57257462218404,77389.3317491784,8089.24550993651,125.650422745425,2033.64108727996,-333726500.764138
"794",36,165253,16.5610794895096,50660.9889478548,7064.49416027359,2794.58378251723,1971.03024620211,-325668456.489394
"795",36,165253,14.3882410912309,65252.1962400999,9200.54666183402,11.0626705780499,2060.86619094432,-340558290.856363
"796",36,165253,3.47148117527831,45226.6764504632,10040.267180287,168.731005153965,1986.16614752371,-328219774.158185
"797",36,165253,13.6937112214742,29330.1901613689,14248.1578466201,1285.96479989138,2079.90141567222,-342174671.791875
"798",36,165253,14.2215661566006,26389.6380991353,22306.0660286113,987.184875432182,1734.80039826187,-286680786.056868
"799",36,165253,14.1050170639064,70107.912246534,7200.79444400321,330.553668733587,2120.30716229562,-350312209.630672
"800",36,165253,19.0563620102126,66162.445061935,12400.3497904356,647.569840245934,1896.87845589659,-302798746.73953
