"","0%","5%","10%","25%","50%","75%","90%","95%","100%","mean","chance_loss","chance_zero","chance_gain"
"output_1","-4e+08","-3.6e+08","-3.5e+08","-3.4e+08","-3.2e+08","-3.1e+08","-2.9e+08","-2.9e+08","-2.5e+08","-3.2e+08","1","0","0"
